gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
HIST1H3B,7.90667118826689,4.8235829179018,1.32052333677732,1.76396830246943e-05,0.000332088032562519
LIN7C,20.7990036015097,-1.00946680244867,0.264337110433416,1.76194810520924e-05,0.000332088032562519
HOXB13,1.61182453812859,4.12272208602109,1.14336128051064,1.76884344453907e-05,0.000332609871961247
CYP4X1,4.08589246433691,-3.12233760610482,0.93744808572493,1.83187194418179e-05,0.000343237238451313
KBTBD3,7.0972392024816,-1.07052211791756,0.287116475409047,1.83134840285869e-05,0.000343237238451313
DIABLO.1,2.62863166008531,4.8620882371281,1.33622727063749,1.82984344739434e-05,0.000343237238451313
SPDEF,24.6813510730967,-1.68081582590513,0.560415082539928,1.85302662685904e-05,0.00034638017821689
AL365205.1,5.78829982539534,5.37836180293823,1.49089611929926,1.85245572180005e-05,0.00034638017821689
CMC4,1.51079850893308,4.37223398176812,1.21051121944294,1.87440630637111e-05,0.000349962943671225
WIBG,6.64971609282364,5.66234838941973,1.58670072652779,1.87951710244407e-05,0.000350196485258275
VASH1-AS1,0.833241606989308,3.8562639010327,1.08996214420416,1.8800861008238e-05,0.000350196485258275
COPS2,26.9323567661949,-0.890311860921847,0.226447348194425,1.89391504271774e-05,0.000352357323359274
GCOM1,2.90958919513174,4.24666620578606,1.18260697718485,1.91905973696714e-05,0.000356615871685057
AL390728.5,3.24563310303167,4.604828948461,1.27514998621057,1.94829410688618e-05,0.000361623509463592
C7orf55,7.76551897002344,5.77184543880966,1.63186434168533,1.95062471905303e-05,0.000361631644866408
KRBA2,1.02819587770308,4.02590333102225,1.13278575672934,1.95664486433261e-05,0.000361899203328139
CYB561D2.1,2.40867299197422,4.09650723654052,1.1490506780353,1.9543943404729e-05,0.000361899203328139
MOGS,18.2235125798255,-1.25309902299076,0.365142369032272,1.96233156240151e-05,0.000362465869368528
KLF9,23.9439001514702,-1.50148046804381,0.482871599250395,1.96488797890119e-05,0.000362465869368528
AC083837.1,1.90740563784462,4.55429302495825,1.2631348599835,1.96658477246868e-05,0.000362465869368528
KLHDC10,11.8632232278183,-1.2041362872933,0.34341086569258,1.97836421967956e-05,0.000364212476950088
ITIH5,2.85594194368972,-4.18445568487942,1.17174053014188,1.98443227621887e-05,0.000364904790885176
PIM2,14.1342472489378,1.71301113373098,0.577342658262767,1.98964856845848e-05,0.000365439052980283
CTSF,10.359110049306,-2.39592586283317,0.794509517751646,2.00804638515925e-05,0.000368390319430492
KRT80,4.76043637541087,3.75562930855321,1.07644687988821,2.02717490382076e-05,0.000371038702882192
AL391988.1,0.990852617643299,3.98040017213543,1.12640302258567,2.02502396618493e-05,0.000371038702882192
CIZ1,14.6274227762728,-1.03513841980462,0.276325475822526,2.05722449210577e-05,0.000375669146860977
CKLF,45.7897751833963,1.01234041117484,0.268112868400976,2.0549030647071e-05,0.000375669146860977
AC007613.1,2.30986303285347,4.67615969685156,1.30311335304944,2.0790950404095e-05,0.000379225016943897
ABCG2,2.84544759392823,4.40202659904593,1.23314341667792,2.10851798545719e-05,0.000383265556574943
HOXA11-AS,2.01937634951882,4.43389604402231,1.24104761857014,2.10497874306485e-05,0.000383265556574943
DSG3,5.95879248067533,5.52962913069596,1.56228148842671,2.1075644072831e-05,0.000383265556574943
AL162258.2,1.61338214489503,4.44397858229496,1.2456413858591,2.1369908339116e-05,0.000387995098134076
ARHGEF10,4.44433734801096,-2.11976439024283,0.72594707980846,2.16773981890305e-05,0.000393126576790514
RPL22,787.742195417771,1.33030240453552,0.404626172909472,2.17145285672076e-05,0.000393348859979176
HIST1H2AJ,2.86820233970319,4.94735718151935,1.38623063316604,2.18266525039177e-05,0.000394927554573174
PFDN5,368.567819408315,-0.489984692716503,0.117937712015438,2.19279665588618e-05,0.000396307272184961
AC009005.1,0.990157453084737,3.88342939997708,1.11437669311423,2.20327928290361e-05,0.000397747244062075
SMYD2,11.3091046860754,-0.877176327702875,0.224573120601398,2.21197236096288e-05,0.000398861241918666
S100A16,252.066840267284,1.21717562079644,0.352402499545517,2.22033249581805e-05,0.000399912734497343
DYRK4,10.9546462700461,-0.809693804738205,0.204330112626293,2.23679913262645e-05,0.000402222659453869
ZNF816-ZNF321P,1.84279109297742,4.45964191213594,1.25592835637313,2.23824421600737e-05,0.000402222659453869
S100A6,5351.94380289578,1.08756041816133,0.298179282907494,2.27091961781416e-05,0.000407631360228299
CEBPZ-AS1,6.74351193703951,5.63906951720086,1.61457803541517,2.27830647290357e-05,0.000408493634495431
AC103691.1,1.42250382263431,4.27993819634396,1.21333048838082,2.29072567508772e-05,0.000410255218865653
TARBP1,10.6518187121729,-1.26542981428136,0.376087301234334,2.33128212130453e-05,0.00041704632880441
SRP68,18.2402511114105,-0.962768116912929,0.253166582454647,2.33408365522789e-05,0.000417075694053941
MAOA,29.6227124726338,-1.40253912568307,0.442481991959507,2.34530650221166e-05,0.000418608092843963
DMD,3.72544062526951,-2.17082808075026,0.746287610197018,2.34862997460257e-05,0.000418728685663642
SCARB2,53.3341106546503,-1.31592024137042,0.400458773370272,2.35353977489942e-05,0.00041913150901193
AL023284.4,1.03827293079959,3.87134265326348,1.11970244474192,2.35638227001012e-05,0.000419165682991452
AC116366.1,2.13450036890308,4.31518338921522,1.22646735486077,2.36601345605477e-05,0.000420406031393821
CAPN10-DT,1.57455143874319,4.06864236972243,1.16707296533905,2.38516803615339e-05,0.000423333864463857
AC147651.1,0.972844626466236,3.97682175130019,1.1460128155283,2.396056216355e-05,0.000424789607684282
ISG15,176.049248549813,1.62545011561168,0.54920783274327,2.41558273833102e-05,0.000427771841253827
AL121761.1,2.30689306109611,4.69401255755768,1.33164677024154,2.44914041463699e-05,0.000433229379385563
AC010654.1,1.54863609367364,4.38311787224936,1.24902894795496,2.45878732677993e-05,0.00043444986352735
EPB41L4B,20.3707423450146,-1.45800767200618,0.471950401507489,2.48938402101104e-05,0.000439355294530678
CCDC144A,2.50602562440068,4.68510983143554,1.33177040280741,2.49210635635524e-05,0.000439355294530678
DUS1L,29.7484147440421,-0.981040918984063,0.260988936740132,2.54704215867749e-05,0.000448540364112759
NMRAL1,26.8273143371984,-0.831698152615646,0.212639703173745,2.55901103564166e-05,0.000450146835568823
GANAB,33.910183615976,-1.21435734515726,0.355665306071861,2.59978789960443e-05,0.000456811620492717
HSCB,9.93988247650117,-0.799026666582203,0.203082435947272,2.60272314460057e-05,0.000456819798098929
IPO4,4.14023250761596,-1.01359761650712,0.273212435536453,2.63009074690705e-05,0.000461111475294768
AC128688.2,2.0898785621535,4.64267638718868,1.32995990552148,2.66270771516528e-05,0.000466312954680218
WDR72,4.26550368803265,4.5853682024985,1.31465143242838,2.67125480806111e-05,0.000467292295737593
AC025154.2,2.61858641082983,4.85312207743718,1.3905936320665,2.67450939150627e-05,0.000467344657649505
AZI2,22.3354309070337,-0.942216919053712,0.248578610709296,2.68457948285236e-05,0.000468586533574252
NOS3,1.11026807172849,3.37732437646335,1.02808794385543,2.69396483586937e-05,0.000469706283510896
TNFRSF10A,7.94671523772972,1.83717931698238,0.644162865597931,2.73210397282091e-05,0.000475307945282617
RCN1,32.4057358895727,1.48733642461171,0.490195538357725,2.72990185888086e-05,0.000475307945282617
PRIMPOL,4.82093370096928,-1.08046617690436,0.299545150332089,2.74021541254906e-05,0.000476195236637921
GUCA2A,3.54876118359732,5.10041433580697,1.47048591628689,2.75623213242343e-05,0.000477404763878906
UBXN6,25.819565851778,-0.910480487081496,0.238468352029205,2.75458430881102e-05,0.000477404763878906
AC008608.2,1.55668045316953,4.3507360339536,1.25646232350165,2.75210490642406e-05,0.000477404763878906
HOTTIP,1.43169311255377,4.14584385453159,1.20592160539509,2.77936320172016e-05,0.000480884569715564
LMF1,6.19296494574622,-1.28565014818046,0.391973695367592,2.82145288516384e-05,0.000487633398098152
AC015802.6,1.90650679848776,4.43932371059579,1.2858755395037,2.87037175136844e-05,0.00049554649428101
FAM229B,4.37715713228563,-1.6247779054482,0.557632154647744,2.87852372230801e-05,0.000496411931783848
LINC00513,1.88968481406581,4.24601738351339,1.23689161600656,2.89856767252045e-05,0.000499324065067956
AL135905.1,1.25462407499659,4.11880040370424,1.205717591947,2.91434352812809e-05,0.000501495414078537
AC073111.5,2.20899046298659,4.11802497744089,1.20609564814755,2.92645221703816e-05,0.000503031688698277
CSTF2T,6.19692901641893,-1.0454982267986,0.287408715600743,2.94001317429079e-05,0.000504813988471602
MTRNR2L2,20.9306532769677,6.34744295196831,1.97613066132162,2.95188729554613e-05,0.00050575455787396
MLLT4,5.6852397935443,5.46156436220115,1.60331739879195,2.951835304093e-05,0.00050575455787396
ICT1,7.2582276295855,5.65477499005893,1.67402951746659,2.95665677706405e-05,0.00050602348779752
SELENBP1,65.8417251608785,-1.39448068719135,0.447956038979406,2.97999621651593e-05,0.000509466596410627
UTP11L,5.97794694582814,5.50741409331822,1.62276101442786,2.99708644690605e-05,0.0005112829026038
HIST1H3I,2.50668781663548,4.80159961967377,1.39401426276147,2.99657545085607e-05,0.0005112829026038
SIDT2,21.1478515119035,-1.96105836703376,0.696104360746031,3.0245849913869e-05,0.000514863154507992
AC011603.2,1.09403076233761,3.93705988931324,1.16658328648966,3.02285171102569e-05,0.000514863154507992
NOB1,25.619065366549,-0.748457937393194,0.190160617111759,3.03534432537517e-05,0.000516139087757881
TMED3,86.076034018012,-0.792536153368047,0.20315007536651,3.04576830618631e-05,0.000517355316799466
DMAP1,14.59759472034,-0.957019225595669,0.255917640080912,3.06333660658576e-05,0.000519224063199864
LINC00920,0.820382524496442,3.81461836187389,1.13958204647034,3.06326477169604e-05,0.000519224063199864
SMDT1,109.195551104346,-0.757016106482993,0.192776071771663,3.06899988801137e-05,0.000519627026006551
BAIAP2-DT,1.38967766598671,3.72262338128752,1.11948903794378,3.08760801409167e-05,0.000522218536201558
DHPS,28.9134404734261,-0.737716254515283,0.187274493351692,3.09169839030765e-05,0.000522351691712876
BTBD2,17.3793050563149,-1.14534825695285,0.329730166078651,3.10964212157834e-05,0.000524822630849945
CARD11,2.30253393497745,4.06131320462567,1.20078736129815,3.11646951088245e-05,0.000525414166792059
AL390957.1,1.11893545110442,3.99963130006844,1.18668147972069,3.13846135859744e-05,0.000528558337857933
C10orf143,0.841219714263311,3.73505795267183,1.12521163812572,3.15822311579057e-05,0.000531320642054384
ABHD10,9.42041904194702,-1.04526528181658,0.289040726751488,3.18634926706111e-05,0.000535482755678048
AC016727.1,1.32806908707327,4.17137399231037,1.23181845448867,3.19567498769002e-05,0.000536479875321975
AL136454.1,0.963597608935272,4.01814006018769,1.19384282016894,3.19961407549582e-05,0.000536571548143064
SMEK2,5.22672385100313,5.3763083936407,1.59049873226507,3.21067680550251e-05,0.000537856387735346
C10orf118,6.06026386137741,5.50096628537849,1.63935332671576,3.27710136866886e-05,0.000547823266851262
RPS2,2341.09136182489,1.52340857586309,0.516162084673804,3.27614899790888e-05,0.000547823266851262
GALNT11,11.9661928856844,-1.0839881407643,0.305130900539528,3.28275158314387e-05,0.000548188316112325
KRIT1,16.3578234534949,1.52960278357431,0.51972257302431,3.31327893656388e-05,0.000552702458890519
SNX24,8.70993472247805,-1.04356824654192,0.289356964209441,3.33310922751213e-05,0.000555424545035582
IGFBP3,17.6410663255696,3.19053732340166,1.01376875346344,3.36534529282271e-05,0.000560206004849455
MRPL33,89.8028178169591,-0.650625045306643,0.163717426475665,3.38732612099214e-05,0.000563272084935538
USP39,11.39377938855,-0.86536558502602,0.227113059021834,3.39342564582735e-05,0.000563693625662959
AC008014.1,3.77970525908413,4.22949620804809,1.25628034581315,3.4114022049976e-05,0.000566085146587954
ROGDI,11.9643555047374,-1.16980159817672,0.343305987189707,3.4258187161062e-05,0.000567881521766284
C19orf33,316.590051008967,1.6723919454537,0.588520022334931,3.43801074734836e-05,0.000569305779670858
AUH,11.9506610828302,-1.07469212761041,0.30261340140988,3.46506684078817e-05,0.000573185847491884
KCTD3,18.5139975350536,-1.16529616690812,0.341618659452814,3.46901971826236e-05,0.000573240102660408
IRX3,6.55475873525359,-2.47581930214795,0.858074703260134,3.48055501795463e-05,0.00057454589826654
BX284668.6,2.23510360067189,4.69547693935942,1.38815143818977,3.48438004889001e-05,0.000574577540074522
SERP1,239.014029865288,-0.664787970445809,0.16796822031881,3.49743625681162e-05,0.000576129760054364
AC040169.1,0.882540553257048,3.91455194355595,1.18138573573005,3.50713731002526e-05,0.000577126632890109
DDN-AS1,0.864342219530854,3.74867815122536,1.14256072211052,3.52054598849977e-05,0.000578730917485815
CNBP,124.710532900786,-0.825721071400283,0.215531121568647,3.6099311124088e-05,0.00059280841756628
CTDSP2,26.0298575296227,-1.17723387158547,0.348338891230431,3.62340295841209e-05,0.000594403468717103
AC104695.3,0.760002404962674,3.65684770136078,1.12544118985109,3.63156156710517e-05,0.000594508432942042
AC137767.1,1.28996471567977,4.1824040776835,1.25339719421671,3.63084434087713e-05,0.000594508432942042
COL17A1,25.0598525652942,2.54206544326592,0.880365295721984,3.72096330096818e-05,0.000608514101773639
NUDT1,25.9516203578266,0.966902937072326,0.262993544593064,3.72616378794704e-05,0.000608735063456555
LINC02323,0.927011120026406,3.86906162974761,1.1790107030834,3.73048136679957e-05,0.000608811479200911
CD44,74.1512359292857,1.1181495389693,0.322746393396802,3.73768354358253e-05,0.000609358016064063
INSIG2,16.8495780076218,-1.00467692692582,0.277007613815856,3.75513854995524e-05,0.00061157323407819
CSDE1,108.152091935353,-1.01372432414465,0.280495562422847,3.76766100698073e-05,0.000612351399428503
AC009237.14,2.46246053506705,4.09612060258525,1.23669998699803,3.76617641061572e-05,0.000612351399428503
ERLIN2,15.6638825733483,-1.03534882036379,0.288893829626514,3.77878562202703e-05,0.000612899649504979
RBM4,25.5507098558296,1.95651305940785,0.709170788069158,3.7766483522138e-05,0.000612899649504979
CIPC,6.43120382808065,-1.0711948483086,0.30331350884313,3.79173865187333e-05,0.000614370440991033
HOXC9,1.77064141219233,4.47951132717874,1.34156413180035,3.81945651452181e-05,0.000618228099494861
ZG16,6.89730831416655,5.5734208676546,1.7025132735241,3.83643618496833e-05,0.000620341531994777
HOXA-AS2,1.50490818664546,4.13013490629824,1.25165852672196,3.9250039293168e-05,0.000634014424292297
AL603756.1,1.59240134286445,4.39997782811979,1.32404425014402,3.92933904980521e-05,0.000634067017689995
ST3GAL6,4.96071522939345,-2.38577455711313,0.84599540481455,3.96142392793866e-05,0.000638592844000223
PARVA,18.6313350577524,-0.867394734341309,0.230167856660066,3.96843794322072e-05,0.000639072073666929
TYW3,13.9064461412513,-0.741720666407127,0.191479500556914,3.99404586358599e-05,0.000642541620414535
ANKRD36C,132.824785990826,2.656215932018,0.914607979306939,4.00291081810038e-05,0.000643313330055278
KLLN,1.42939597264024,4.15781378573873,1.2624039459868,4.01673565649109e-05,0.000644879773317261
FXYD5,99.7572526354226,1.39752210930187,0.462505487142626,4.05981614240481e-05,0.000651135217809226
AC010969.2,0.976391195777516,3.71571901052024,1.15502550797747,4.0848282943835e-05,0.000654483025809327
AC025171.2,1.19185490043565,4.0624330951168,1.24066027381823,4.0944588863152e-05,0.000655362073159803
SETD5-AS1,6.51222159309107,5.51194625162656,1.69482936511272,4.10490894215295e-05,0.000656370374228582
AL139089.1,0.744665075042542,3.65235890088887,1.14175925444233,4.13376527548857e-05,0.000660316808753295
HIST1H4D,6.49807262344687,4.58810369215215,1.38645100007089,4.13900539984782e-05,0.000660486694179551
FP565260.6,0.816819853944646,3.57976241462589,1.1256203540694,4.15621035546928e-05,0.000662563614530153
ERI2,5.90974986070943,-1.14496072149211,0.337682066937327,4.17631234175408e-05,0.000665097717749235
HOXC11,1.27038911398828,4.20536227657906,1.28144826300256,4.18672140183578e-05,0.000666084630267918
TMEM9,22.5278432512772,-1.06426605142067,0.303074906283182,4.22851204570618e-05,0.000671382424606401
POLDIP3,16.594375812385,-1.0304533785896,0.289452337950891,4.22663997698426e-05,0.000671382424606401
AL137077.2,2.64302773937782,4.69161327240391,1.4227810290857,4.26724141400806e-05,0.000676852113551891
PCYOX1,19.6893656786435,-1.20011309880542,0.364356604155044,4.29252255985278e-05,0.000680179877369858
SRPRB,38.1328555542405,-0.892744372450587,0.239832317739043,4.29972205717141e-05,0.000680638684805893
AC016831.7,4.69051705867613,3.40284193507136,1.09027846287991,4.31817058602579e-05,0.000682193303170948
AC007255.1,1.11226282928795,4.0855668218012,1.25479783974869,4.3179066620582e-05,0.000682193303170948
AC003102.1,1.3707496643124,3.76475871430098,1.17534302445716,4.34209408296525e-05,0.000685288181916292
COLEC12,2.13857836466665,-3.51983745738723,1.11790983765402,4.34990968892139e-05,0.000685837206586269
AC068338.2,3.53631226208329,4.18141994128892,1.28199083336075,4.37215436877492e-05,0.000688657860436321
AC022144.1,0.987019205026368,3.92204898673431,1.21516757987746,4.3767733721937e-05,0.000688699443859415
CD97,5.01930908289825,5.29899268635178,1.63058542072227,4.39456006910891e-05,0.000690810864144018
RPS7,1192.42128493433,1.27763468710951,0.404411001498814,4.47216853919152e-05,0.000702312544972936
NCSTN,22.2249217164901,-0.989940320446499,0.275107384978986,4.48119818482032e-05,0.000703032421574887
THTPA,3.66157101026119,3.84332655205901,1.20152501675646,4.5550209536595e-05,0.000713905860863938
TMEM128,11.4586829820595,-0.87112565404645,0.233639914991773,4.57149149558196e-05,0.000715354103496914
RHOT1,10.5506003564545,-1.08567822354619,0.314002675628397,4.57330845222828e-05,0.000715354103496914
DCAF8,19.2706210787911,-1.12459001333413,0.331108924750904,4.58274648406426e-05,0.00071612206421929
SIPA1L2,5.06263883154256,2.0092683105525,0.741934527197093,4.59566333408392e-05,0.000716724062773206
ZNF259,5.07140286714362,5.29148747655127,1.63802037874329,4.59374757054932e-05,0.000716724062773206
HIST1H4A,4.02025351076633,4.44209551913229,1.36307711173547,4.61149952223412e-05,0.000717778085084748
AL139274.2,1.22515457952237,4.10227323779238,1.26943747578365,4.60826794396076e-05,0.000717778085084748
AL031963.3,1.46656824384197,3.91325760827397,1.22154383610633,4.63290485000323e-05,0.000720400760058515
SMIM11,5.96293640805871,5.41636860758221,1.69019273863184,4.68990847689765e-05,0.000728548257894494
HIST3H2BB,2.63379388681085,4.15272470724846,1.28607229124118,4.70132016354775e-05,0.000728953812205388
AL117382.1,0.92717678962183,3.85958603735155,1.21031063773366,4.70173826008281e-05,0.000728953812205388
AL121658.1,0.882525095502139,3.71391266816888,1.17514320540702,4.72216396422177e-05,0.000731403535065653
VEGFB,14.2845212438171,-1.64261805700754,0.593162987287888,4.75668500685905e-05,0.000736029517597544
HIST1H2AI,4.06925097005223,4.86545155128747,1.49892240378203,4.77308027597409e-05,0.000737844491537188
KRT18,1321.07902466721,0.818747356587172,0.217493558035909,4.8144867420815e-05,0.000743518489641376
AC116366.3,2.73054137202938,4.79214365688038,1.47869704480395,4.85447431764596e-05,0.000748962505943934
FAM118A,13.9027373768639,-1.36541670593599,0.453922912315544,4.89598359567716e-05,0.000754630454015971
CXCL6,1.79945083464867,3.67274307417409,1.1719346171236,4.9469132453125e-05,0.00076031548715779
WBP2,34.378234137964,-0.997453725109174,0.280039162554597,4.94352834595873e-05,0.00076031548715779
JSRP1,5.98290296848456,2.38219774413108,0.864676032642151,4.94729123741853e-05,0.00076031548715779
PUS3,7.27690601735192,-0.986713808874372,0.276108628394256,4.98451486021272e-05,0.000765292407761203
NRD1,4.93489410227,5.25322882865727,1.64472569353955,5.0207392419124e-05,0.000769360178019406
PYCARD,66.4832400135218,0.874927603405154,0.236435877713448,5.01832986232993e-05,0.000769360178019406
LST1,4.17315170079494,3.92015595071409,1.23651351028494,5.04641461965582e-05,0.000772545990273351
ACSM3,8.84953131726906,-2.82158375127652,0.977624542704353,5.05305310962417e-05,0.000772814138061862
ELP2,16.3820842927709,-0.990364513420579,0.278186889645273,5.14813895432434e-05,0.000786595839842369
CUEDC2,19.6243752617335,-0.802748280942161,0.213482167635774,5.17083575229751e-05,0.000788539986372544
RANGRF,12.8750487235582,-0.899579582582415,0.245313277456301,5.16819101604042e-05,0.000788539986372544
CRY2,8.86447208381585,-1.41725584711833,0.483961105964228,5.17909282026813e-05,0.000788883237862682
DUOX1,7.91867791685502,-3.13674155387718,1.05333058322913,5.18805215237884e-05,0.000788883237862682
HIST2H4B,4.23968913890426,4.38562655031391,1.36768077964186,5.18474912530189e-05,0.000788883237862682
RORA-AS1,1.07405652640526,3.96272656807014,1.2522475268627,5.19954140243904e-05,0.000789870775582814
TTC37,28.3814374377088,-1.35400532006536,0.45064486368114,5.2151283602279e-05,0.000791187264567163
HOXB3,3.84615112608437,2.91833944492286,1.00383413550063,5.218213715338e-05,0.000791187264567163
B3GNT3,24.2343497478777,-0.934973926916165,0.258182621032879,5.28773266940806e-05,0.00080095981258639
RBAK-RBAKDN,1.39321538128685,4.00555102761778,1.26798657031045,5.34632285563936e-05,0.000809059805158668
GCHFR,23.1701612419195,1.4105818709075,0.482167077914264,5.37271850657461e-05,0.000812276964273145
PPP1R37,14.2591423077076,-1.04179393666683,0.299732639959765,5.40294371484028e-05,0.000816066398342734
MANBA,10.6855020423399,-1.18299954061654,0.363624705459327,5.41663501266607e-05,0.00081735368406776
LRRC41,16.3873536275455,-0.768124512274824,0.203420497408074,5.44182466717354e-05,0.000820371928376381
AC072061.1,1.51960185736304,4.11913288433435,1.30186978580357,5.45674497630779e-05,0.000821837762431727
CD79B,2.12668412901568,3.37682564720253,1.11571927227818,5.4670421026282e-05,0.000822605174224189
AC104986.2,1.16734886373778,3.86871592677485,1.23818164545266,5.54339020817093e-05,0.000833300121216873
C1orf85,4.86689898917134,5.2200322040236,1.65839949849678,5.5921845346903e-05,0.000839039907320612
CES3,8.07107134807296,1.85369622949182,0.696498235925644,5.5871558150397e-05,0.000839039907320612
ALDH1A1,214.924736558728,-1.57589844806671,0.570584960387639,5.64261554152944e-05,0.000845804001646887
ERBB2IP,5.03050361006529,5.24745402838329,1.67191940636516,5.6618810986254e-05,0.000847085976288194
NPRL3,9.77622911176548,-0.927878968253954,0.256924418049991,5.65761456524567e-05,0.000847085976288194
RBL2,21.8512659263433,-1.30902326352009,0.430274664832116,5.67274623949498e-05,0.000847909348122624
TOMM20,116.162023087098,-0.717982221766559,0.188814697641288,5.69607207784916e-05,0.000848084741912717
WDR41,7.93225483235585,-0.939769819657303,0.261351310422438,5.69457974314111e-05,0.000848084741912717
FAM114A2,6.29465034994546,-1.01775075427807,0.291155833309539,5.68664466510234e-05,0.000848084741912717
PIN4,45.0389802994656,-0.720724844358978,0.189644742808211,5.70073403726583e-05,0.000848084741912717
ICAM1,18.4095330459657,1.95246491281566,0.73687505801127,5.69208064264841e-05,0.000848084741912717
PREPL,19.5198866290222,-1.12781966642119,0.339026894283995,5.72810222473092e-05,0.000850285786227566
CT83,3.55466952703372,5.00356374999874,1.58488556942017,5.72429769924711e-05,0.000850285786227566
UCK1,7.3825221646359,-0.932594166688492,0.258877069580253,5.7328332903747e-05,0.000850285786227566
AC020656.2,1.44221549445787,4.15401214256384,1.32012337172108,5.7370363848793e-05,0.000850285786227566
AC012485.3,1.43746952027708,4.07339557696801,1.29899658135523,5.77085974132765e-05,0.000854497902147523
PGAP2,10.3245318754661,-1.01126211303257,0.288926537072238,5.77869396127795e-05,0.000854724320764657
AC008966.1,0.659769767631571,3.4058798820507,1.13041940550243,5.78319857858975e-05,0.000854724320764657
AL133338.1,0.96678099392944,3.81847956990795,1.23311605290765,5.82212271557943e-05,0.000859673656621598
AC020910.4,1.04178852379523,3.73758888839616,1.21397196680138,5.87594140522759e-05,0.000866810983043555
AC092171.3,1.21826838901583,3.70051335393781,1.20545981983158,5.90712657647914e-05,0.000870599251448659
C1orf167,1.64139672684388,3.94527608546655,1.26976064024606,5.95006075454664e-05,0.000875295449045587
PRDX6,119.992629750652,-0.658975549600489,0.171986963699827,5.94800191070145e-05,0.000875295449045587
DTWD1,12.7487158327253,-0.973226835773823,0.274847789613188,5.98515979884175e-05,0.000879640493112299
BCKDK,19.8962279602327,-0.760695152732858,0.202556225875006,6.04037127474185e-05,0.000885286666717031
CES2,84.7529639263242,1.76608602637753,0.664532984181757,6.03914022215834e-05,0.000885286666717031
CD68,30.58174631845,1.55630515391175,0.564534660234703,6.03406835186208e-05,0.000885286666717031
ST13,135.456673806379,-0.677192373182632,0.177483781281914,6.0511256432652e-05,0.000886041675209221
AAAS,11.6790282764253,-0.857731611790378,0.233867340626533,6.07885576295934e-05,0.000889278677478622
FP565260.1,1.71332178601146,4.02217760680468,1.29528082139498,6.12311344173387e-05,0.000894925286206835
CETN3,10.3141808412736,-0.980708542585936,0.278273337777447,6.13967868437463e-05,0.000896517809000004
SMEK1,4.53603345100216,5.15404885869745,1.6597374872346,6.21432437796505e-05,0.000906144567306424
FAM27C,3.68205202610134,3.60477040236026,1.18943700979186,6.21706624211123e-05,0.000906144567306424
AP001157.1,1.10252852515735,3.76417732549268,1.23009151775596,6.23154676851386e-05,0.000907418790030185
AC004687.1,1.31463153431193,4.0473625332693,1.3069644798727,6.29414929893355e-05,0.000915691600858649
MPI,7.97975937766921,-1.02808832459158,0.298085289554303,6.37090440136973e-05,0.00092600627025056
SLC13A3,1.236887120515,-2.70582812399999,0.97553070345866,6.38108845929981e-05,0.00092663482915856
STAM,11.0498780958763,-1.0303759519122,0.299416325570166,6.47053035321443e-05,0.000938761165190211
PPIE,20.8103103929952,-0.818764581133587,0.222051660014981,6.49724687243069e-05,0.000941773254267817
NPEPL1,7.27090608660867,-1.00700521546027,0.290067854201272,6.53246980633503e-05,0.000946011698877126
LINC01871,1.8057592005739,4.06929443800553,1.31982001306279,6.53943977505042e-05,0.00094615462582477
OXA1L,54.0224298632564,-0.759347555836609,0.203267084190561,6.55445099221442e-05,0.000947459670848983
IGF2BP3,4.37364316150621,4.28284834644621,1.38292105470237,6.60897663896131e-05,0.000954469009758302
CCBL2,4.36322838141347,5.11393657878367,1.66065462447934,6.62230231312048e-05,0.000955520883026343
PAIP2B,7.42820828864808,-2.0764648362601,0.794718450905665,6.65299476482367e-05,0.000959074377492448
PTPLB,4.32592362391212,5.0893198284318,1.65368027297691,6.68396623131332e-05,0.000962661584535418
C8orf76,13.5556374321658,1.287110681708,0.426225737518246,6.8103205332206e-05,0.000979967324043226
AC016027.1,0.833675764887147,3.51858160013991,1.18231239392327,6.82469468267261e-05,0.000981142924652587
RORC,10.0311966107733,-1.3946807309889,0.486037760962948,6.93479123729438e-05,0.000995137739209584
HMGN4,7.57215919788349,3.10553934524474,1.08381066490282,6.9409189727341e-05,0.000995137739209584
AL136295.5,1.87330514385013,4.308627129954,1.39997104214223,6.93562375220028e-05,0.000995137739209584
TMEM82,1.9281884861784,3.86038705008107,1.27388845827998,6.96515802300535e-05,0.000997499230258337
FOXC1,5.47955706833253,3.66650170576361,1.22311882285155,6.97000537141433e-05,0.000997499230258337
LINC002481,1.13840811571248,3.80630728132611,1.26020408090417,6.99479530108134e-05,0.00100014188870977
ADA,9.69681249432151,-2.55464685582706,0.946743133012728,7.03173374574955e-05,0.00100451524349849
OAZ2,18.8939287815143,-0.939507024735638,0.26565546697486,7.08891438109298e-05,0.00101176978359751
GAA,12.1998460930685,-1.19690635385949,0.380120673283159,7.12023572012906e-05,0.0010146612259126
FAM215B,1.42311631255663,3.68649428441438,1.23181362057688,7.12200556951426e-05,0.0010146612259126
ARHGEF35,19.5524850954345,1.80965700120862,0.695406902566605,7.14610192785298e-05,0.00101717782076568
CXCL11,2.88977412880685,3.49450941535859,1.18380228913259,7.16430114360376e-05,0.00101885124356969
OSR2,3.45354875853967,3.32799116406581,1.14499788531133,7.2889852064366e-05,0.0010356515009397
AL669831.5,0.983147846944382,3.7828968540151,1.2612101421686,7.29738096720845e-05,0.0010359136680021
